name,need
Natural Powers,Natural Products
Natural Products,Natural Sums
Natural Sums,Recursion Theorem
Recursion Theorem,Peano Axioms
Peano Axioms,Natural Induction
Natural Induction,Natural Numbers
Natural Numbers,Intersection of Empty Set
Natural Numbers,Set Differences
Natural Numbers,Successor Sets
Intersection of Empty Set,Pair Unions
Intersection of Empty Set,Set Intersections
Set Differences,Set Specification
Successor Sets,Pair Unions
Pair Unions,Set Unions
Set Intersections,Pair Intersections
Set Specification,Set Inclusion
Set Unions,Empty Set
Set Unions,Unordered Pairs
Pair Intersections,Set Specification
Set Inclusion,Standardized Accounts
Empty Set,Set Specification
Unordered Pairs,Set Specification
Standardized Accounts,Accounts
Accounts,Deductions
Deductions,Quantified Statements
Quantified Statements,Logical Statements
Logical Statements,Statements
Statements,Identities
Statements,Sets
Identities,Names
Sets,Names
Names,Letters
Names,Objects
